date,date_ymd,url,brand,category,price,delivery_time,color
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/karl-lagerfeld-v-neck-2-pack-t-shirt-basic-white-k4822o01o-a12.html,KARL LAGERFELD,T-shirt basic,59.95,1-2,white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/nike-performance-volley-zwemshorts-white-n1282h022-a11.html,Nike Performance,Zwemshorts,48.95,1-2,white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/harmont-and-blaine-broek-sabbia-hr422e01v-b11.html,Harmont & Blaine,Broek,138,1-2,sabbia
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/harmont-and-blaine-paricollo-trui-rosso-hr422q01x-g11.html,Harmont & Blaine,Trui,128,1-2,rosso
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/soliver-poloshirt-white-so222p0cw-a11.html,s.Oliver,Poloshirt,25.99,3-6,white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/soliver-poloshirt-yellow-so222p0cw-e11.html,s.Oliver,Poloshirt,25.99,3-6,yellow
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/next-slim-fit-jeans-blue-black-denim-nx322g0ju-k18.html,Next,Slim fit jeans,37,1-2,blue black denim
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boss-thompson-t-shirt-basic-open-blue-bb122o0ib-k12.html,BOSS,T-shirt basic,49.95,1-2,open blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/blend-jeansshort-denim-middle-blue-bl522f085-k11.html,Blend,Jeansshort,29.95,1-2,denim middle blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/oneill-zwemshorts-blue-ao-on582h03i-k12.html,O'Neill,Zwemshorts,49.99,3-6,blue ao
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/harmont-and-blaine-trui-oliva-hr422q01z-n11.html,Harmont & Blaine,Trui,163,1-2,oliva
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/oneill-zwemshorts-black-ao-on582h03i-q11.html,O'Neill,Zwemshorts,49.99,3-6,black ao
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/marc-opolo-denim-mik-waistband-back-shorts-phantom-fear-op522f012-q11.html,Marc O'Polo DENIM,Shorts,59.95,1-2,phantom fear
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/selected-homme-shorts-incense-se622f0fm-o11.html,Selected Homme,Shorts,59.99,3-6,incense
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/soliver-poloshirt-light-orange-so222p0cw-h11.html,s.Oliver,Poloshirt,25.99,3-6,light orange
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jacks-sportswear-o-neck-tee-t-shirt-print-white-jal22o02f-t12.html,Jack´s Sportswear,T-shirt print,29.95,4-8,white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boss-zetrust-sweater-light-beige-bb122s0cq-b11.html,BOSS,Sweater,119.95,1-2,light beige
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/zign-2-pack-t-shirt-basic-blackblack-zi122o00r-q12.html,Zign,T-shirt basic,16.99,1-2,black/black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tom-tailor-josh-slim-fit-jeans-used-light-stone-blue-denim-to222g0ab-k11.html,TOM TAILOR,Straight leg jeans,69.99,3-6,used light stone blue denim
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/salsa-italy-regular-poloshirt-schwarz-sz022p01i-q11.html,Salsa,Poloshirt,49.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/hugo-dagile-t-shirt-print-open-yellow-hu722o0bi-e11.html,HUGO,T-shirt print,89.95,3-6,open yellow
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jack-and-jones-jjesummer-resort-overhemd-crockery-ja222d228-b11.html,Jack & Jones,Overhemd,34.99,1-2,crockery
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/selected-homme-shorts-egret-se622f0fl-a11.html,Selected Homme,Shorts,49.99,3-6,egret
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/massimo-dutti-plain-swim-shorts-khaki-m3i82h016-n11.html,Massimo Dutti,Zwemshorts,39.95,3-6,khaki
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jack-and-jones-jas-white-ja222t0yf-a11.html,Jack & Jones,Jas,39.99,3-6,white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/closure-london-reflective-running-2-pack-shorts-greyblack-clr22f00l-c11.html,CLOSURE London,Shorts,42.95,1-2,grey/black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/harmont-and-blaine-trui-dark-blue-hr422q01y-k11.html,Harmont & Blaine,Trui,173,1-2,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boss-t-shirt-print-light-blue-bb122o0p4-k11.html,BOSS,T-shirt print,99.95,3-6,light blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/blaeck-longsleeve-light-blue-mel-b2o22p005-k11.html,Bläck,Poloshirt,69.9,1-2,light blue mel
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/closure-london-shorts-black-clr22f00k-q11.html,CLOSURE London,Shorts,33.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/harmont-and-blaine-paricollo-trui-giallo-chiaro-hr422q01x-e11.html,Harmont & Blaine,Trui,128,1-2,giallo chiaro
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/project-x-paris-cargobroek-blanc-prk22e031-a11.html,Project X Paris,Cargobroek,79.99,3-6,blanc
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/hurley-t-shirt-print-pink-quest-hu822o02t-j11.html,Hurley,T-shirt print,30,1-2,pink quest
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/closure-london-shorts-navy-clr22f00k-k11.html,CLOSURE London,Shorts,33.95,1-2,navy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/closure-london-shorts-khaki-clr22f00k-n11.html,CLOSURE London,Shorts,33.95,1-2,khaki
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/glorious-gangsta-trainingsbroek-jet-blackwhitelilac-gle22e027-q11.html,Glorious Gangsta,Trainingsbroek,54.95,1-2,jet black/white/lilac
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/redskins-cargobroek-marron-r2722e00x-o11.html,Redskins,Cargobroek,99,3-6,marron
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/lacoste-shorts-gris-chine-la222f01z-c11.html,Lacoste,Shorts,85,3-6,gris chine
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/blaeck-zakelijk-overhemd-blue-stripe-b2o22d011-k11.html,Bläck,Zakelijk overhemd,59.9,1-2,blue stripe
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/blaeck-dario-all-weather-halflange-jas-dark-blue-b2o22t00a-k11.html,Bläck,Halflange jas,199.9,1-2,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jack-and-jones-coastal-shorts-tap-shoe-ja222f0tx-q11.html,Jack & Jones,Shorts,39.99,1-2,tap shoe
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/gianni-kavanagh-shorts-white-gig22f01h-a11.html,Gianni Kavanagh,Shorts,75,1-2,white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jack-and-jones-premium-jprblatropic-resort-relax-overhemd-navy-blazer-jam22d0a5-k11.html,Jack & Jones PREMIUM,Overhemd,34.99,1-2,navy blazer
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/good-for-nothing-hoodie-grey-gog22s027-c11.html,Good For Nothing,Sweater,59.95,1-2,grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/napapijri-morgex-t-shirt-basic-blu-marine-na622o06g-k11.html,Napapijri,T-shirt basic,38.95,1-2,blu marine
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/eterna-langarm-slim-fit-zakelijk-overhemd-hellblau-2et22d3u2-k12.html,Eterna,Overhemd,69.99,3-6,hellblau
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/champion-trainingsbroek-gris-c7622e01v-c11.html,Champion,Trainingsbroek,69.9,3-6,gris
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jack-and-jones-sweater-whisper-white-ja222s2e1-a11.html,Jack & Jones,Sweater,39.99,3-6,whisper white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/drykorn-bijan-overhemd-brown-dr222d06t-o11.html,DRYKORN,Overhemd,89.95,1-2,brown
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/state-of-art-jas-greenbrown-plain-oa422t05c-m11.html,State of Art,Jas,199.95,3-6,greenbrown plain
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jp1880-straight-leg-jeans-black-jp322g032-q11.html,JP1880,Straight leg jeans,69.99,3-6,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boss-zestart-sweater-met-rits-dark-blue-bb122s0cr-k11.html,BOSS,Sweater met rits,119.95,1-2,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/closure-london-utility-2-pack-shorts-blackgrey-marl-clr22f00m-q11.html,CLOSURE London,Shorts,39.95,1-2,black/grey marl
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/gianni-kavanagh-slim-fit-jeans-black-gig22g03t-q11.html,Gianni Kavanagh,Slim fit jeans,70,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/aigle-regenjas-navy-blue-ai222t02g-k11.html,Aigle,Regenjas,300,1-2,navy blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/marcus-trainingsbroek-orange-flame-mix-m6f22e00b-h11.html,MARCUS,Trainingsbroek,19.95,1-2,orange flame mix
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/hurley-pacific-t-shirt-print-black-hu822o028-q11.html,Hurley,T-shirt print,32,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/gant-poloshirt-plaza-taupe-ga322p05j-b11.html,GANT,Poloshirt,80,1-2,plaza taupe
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/soliver-poloshirt-dark-blue-so222p0cw-k11.html,s.Oliver,Poloshirt,25.99,3-6,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/calvin-klein-jeans-cargobroek-sand-c1822e05g-b11.html,Calvin Klein Jeans,Cargobroek,119.9,3-6,sand
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/kings-of-indigo-chokei-fuji-badge-poloshirt-black-k0422p005-q11.html,Kings Of Indigo,Poloshirt,69.99,3-6,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/blaeck-korte-jassen-dark-blue-b2o22t00i-k11.html,Bläck,Korte jassen,159.9,1-2,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/anerkjendt-john-shorts-incense-a2322f01g-b11.html,Anerkjendt,Shorts,59.95,1-2,incense
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/hugo-korte-jassen-black-hu722t0c4-q11.html,HUGO,Korte jassen,199.95,3-6,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/closure-london-shorts-black-clr22f00j-q11.html,CLOSURE London,Shorts,22.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jlindeberg-chaze-super-pants-chino-navy-jl122e08u-k11.html,J.LINDEBERG,Chino,109.95,1-2,navy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/bershka-shorts-mauve-bej22f04f-i11.html,Bershka,Shorts,19.99,1-2,mauve
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/lingadore-trui-rot-1ln22q002-g11.html,LingaDore,Sweater,89,3-6,rot
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/harmont-and-blaine-leren-jas-marrone-scuro-hr422t01r-o11.html,Harmont & Blaine,Leren jas,655,1-2,marrone scuro
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jlindeberg-chino-royal-blue-jl122e09h-k11.html,J.LINDEBERG,Chino,180,3-6,royal blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/harmont-and-blaine-paricollo-trui-arancione-hr422q01x-h11.html,Harmont & Blaine,Trui,128,1-2,arancione
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/brave-soul-shorts-grey-acid-wash-brh22f053-c11.html,Brave Soul,Shorts,29.95,4-8,grey acid wash
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/nudie-jeans-barney-worker-jacket-korte-jassen-indigo-blue-nu222t01y-k11.html,Nudie Jeans,Korte jassen,169.95,1-2,indigo blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/vans-shorts-lucid-floral-va222f020-t11.html,Vans,Shorts,50,1-2,lucid floral
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/salsa-jeansshort-blau-sz022f01j-k12.html,Salsa,Jeansshort,69.95,1-2,blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/closure-london-script-2-pack-shorts-navygrey-marl-clr22f00i-k11.html,CLOSURE London,Shorts,36.95,1-2,navy/grey marl
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/blend-jeansshort-denim-light-blue-bl522f086-k11.html,Blend,Jeansshort,29.95,1-2,denim light blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/salsa-sweater-met-rits-rot-sz022s02m-q11.html,Salsa,Sweater met rits,79.95,1-2,red
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/redskins-straight-leg-jeans-noir-r2722g01z-q11.html,Redskins,Straight leg jeans,95,3-6,noir
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/profuomo-vlinderdas-navy-pri52r012-k11.html,PROFUOMO,Vlinderdas,24.95,1-2,navy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jack-and-jones-trui-gruen-ja222q15d-m11.html,Jack & Jones,Trui,39.99,3-6,grün
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tommy-hilfiger-broek-cinnabar-red-to122e0bu-g11.html,Tommy Hilfiger,Broek,139.9,3-6,cinnabar red
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/scotch-and-soda-bermuda-light-weight-shorts-dark-blue-sc322f0bj-k11.html,Scotch & Soda,Shorts,79.95,1-2,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jlindeberg-chaze-super-pants-chino-cloud-white-jl122e08u-k12.html,J.LINDEBERG,Chino,109.95,1-2,cloud white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/freaky-nation-yorik-fn-bomberjacks-night-blue-1fn22t039-k11.html,Freaky Nation,Leren jas,199.95,1-2,night blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/brave-soul-marek-hoodie-blackgreyoptic-white-brh22s06y-q11.html,Brave Soul,Sweater,34.95,4-8,black/grey/optic white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/hugo-stropdas-light-blue-hu752r05w-k11.html,HUGO,Stropdas,49.95,3-6,light blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/calvin-klein-broek-anthrazit-6ca22e030-q12.html,Calvin Klein,Broek,120.89,3-6,anthrazit
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/brave-soul-marek-hoodie-greyoptic-whiteblack-brh22s06y-c11.html,Brave Soul,Sweater,34.95,4-8,grey/optic white/black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/lacoste-shorts-rose-la222f01z-j11.html,Lacoste,Shorts,85,3-6,rose
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/oneill-pineapple-seersucker-shorts-zwemshorts-blue-on582h03j-k11.html,O'Neill,Zwemshorts,59.99,3-6,blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/revolution-crew-neck-sweater-black-re622s02h-q11.html,REVOLUTION,Sweater,69.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/drykorn-joah-broek-orange-dr222a067-h11.html,DRYKORN,Broek,139.95,1-2,orange
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/bondelid-jas-grape-leaf-box22t007-m11.html,BONDELID,Jas,169.9,1-2,grape leaf
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/butcher-of-blue-zwemshorts-nardo-grey-buj82h001-c11.html,Butcher of Blue,Zwemshorts,59.95,3-6,nardo grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/kilpi-langarm-campos-fleecejas-blau-4ki22s000-k11.html,Kilpi,Fleecejas,121.98,3-6,blau
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/quiksilver-wordblock-volley-zwemshorts-fiery-coral-qu182h097-h11.html,Quiksilver,Zwemshorts,49.99,3-6,fiery coral
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/oneill-cali-zoom-zwemshorts-blue-ao-on582h03f-k11.html,O'Neill,Zwemshorts,49.99,3-6,blue ao
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/hugo-stropdas-turquoise-hu752r05v-l11.html,HUGO,Stropdas,49.95,3-6,turquoise
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/billabong-simpsons-duff-zwemshorts-black-bi782h05w-q11.html,Billabong,Zwemshorts,74.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/aigle-jas-beige-ai222t02c-b11.html,Aigle,Gewatteerde jas,180,1-2,beige
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/schiesser-zwemshorts-schwarz-s5982h00o-q11.html,Schiesser,Zwemshorts,39.95,3-6,schwarz
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boss-stropdas-dark-blue-bb152r08w-k11.html,BOSS,Stropdas,119.95,3-6,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/bondelid-jas-dark-navy-box22t007-k11.html,BONDELID,Jas,169.9,1-2,dark navy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/nike-performance-volley-zwemshorts-black-n1282h021-q11.html,Nike Performance,Zwemshorts,59.95,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/aigle-parka-navy-blue-ai222t02f-k11.html,Aigle,Regenjas,440,1-2,navy blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/massimo-dutti-zwemshorts-dark-blue-m3i82h01a-k11.html,Massimo Dutti,Zwemshorts,39.95,3-6,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tom-tailor-denim-bodywarmer-sky-captain-blue-to722t06w-k11.html,TOM TAILOR DENIM,Bodywarmer,49.99,3-6,sky captain blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/massimo-dutti-zwemshorts-dark-blue-m3i82l00e-k11.html,Massimo Dutti,Zwemshorts,39.95,3-6,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tom-tailor-denim-bodywarmer-smart-olive-to722t06w-n11.html,TOM TAILOR DENIM,Bodywarmer,49.99,3-6,smart olive
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tom-tailor-denim-bodywarmer-black-to722t06w-q11.html,TOM TAILOR DENIM,Bodywarmer,49.99,3-6,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/defacto-regular-fit-pyjamabroek-black-dez82l00f-q11.html,DeFacto,Pyjamabroek,24.9,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/gorilla-wear-winchester-onderbroek-black-gov82o001-q11.html,Gorilla Wear,Onderbroek,39.9,3-6,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/massimo-dutti-boxershort-light-blue-m3i82o04f-k11.html,Massimo Dutti,Boxershort,19.95,3-6,light blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/adidas-originals-2-pack-boxershort-blue-ad182o004-a12.html,adidas Originals,Boxershort,34.95,1-2,blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/defacto-sokken-karma-dez82f06l-k11.html,DeFacto,Sokken,7.9,1-2,karma
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/erlich-textil-onderbroeken-schwarz-erc82o006-q11.html,Erlich Textil,Onderbroeken,34.95,3-6,schwarz
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/defacto-set-pyjama-navygrey-dez82m02w-k11.html,DeFacto,Pyjama,29.9,1-2,navy
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/diesel-herbert-long-onderbroeken-dark-blue-di182o05v-k11.html,Diesel,Onderbroeken,31.95,1-2,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/gant-kniekousen-evening-blue-ga382f00h-k11.html,GANT,Kniekousen,15,1-2,evening blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tom-tailor-sokken-black-grey-white-to281001m-c11.html,TOM TAILOR,Enkelsokken,19.99,3-6,black  grey white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/moschino-underwear-allover-teddy-zebra-pyjama-fantasia-azzurro-mw882m008-k11.html,Moschino Underwear,Pyjama,209.95,1-2,fantasia azzurro
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/erlich-textil-onderbroeken-schwarz-erc82o007-q11.html,Erlich Textil,Onderbroek,49.95,3-6,schwarz
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boss-sokken-white-bb182f072-a11.html,BOSS,Sokken,11.95,3-6,white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/erlich-textil-hemd-schwarz-erc82n000-q11.html,Erlich Textil,Hemd,39.95,3-6,schwarz
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jack-and-jones-jorbloomer-tee-crew-neck-t-shirt-print-cloud-dancer-ja222o42v-a11.html,Jack & Jones,T-shirt print,17.99,1-2,cloud dancer
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/bdg-urban-outfitters-garden-state-tee-t-shirt-print-chocolate-qx721003k-o11.html,BDG Urban Outfitters,T-shirt print,34.95,1-2,chocolate
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/massimo-dutti-short-sleeve-poloshirt-beige-m3i22p07z-b11.html,Massimo Dutti,Poloshirt,59.95,3-6,beige
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/indicode-jeans-wadim-poloshirt-lt-grey-ij022p00y-c11.html,INDICODE JEANS,Poloshirt,22.95,3-6,lt grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/pier-one-moon-scene-tee-t-shirt-print-grey-pi922o0vy-c11.html,Pier One,T-shirt print,14.99,1-2,grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/hugo-kason-zakelijk-overhemd-open-white-hu722d0ko-a11.html,HUGO,Zakelijk overhemd,79.95,3-6,open white
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/adidas-originals-outline-logo-unisex-t-shirt-print-pink-ad121008i-j11.html,adidas Originals,T-shirt print,32.95,3-6,pink
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/we-fashion-t-shirt-basic-blue-wf522o0hf-k11.html,WE Fashion,T-shirt basic,32,1-2,blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/adidas-originals-essential-unisex-t-shirt-print-magic-grey-ad121009z-c11.html,adidas Originals,T-shirt print,29.95,1-2,magic grey
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/solid-henik-shorts-sand-so4210000-b11.html,Solid,Shorts,49.95,3-6,sand
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/boss-t-shirt-print-dark-blue-bb122o0oz-k11.html,BOSS,T-shirt print,39.95,3-6,dark blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/baileys-longsleeve-blue-heaven-b8c22p00n-k11.html,Baileys,Poloshirt,65,3-6,blue heaven
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/adidas-performance-trainingspak-team-royal-blue-ad542k065-k11.html,adidas Performance,Trainingspak,79.95,1-2,team royal blue
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/tommy-hilfiger-logo-tee-t-shirt-print-desert-sky-to122o0is-k11.html,Tommy Hilfiger,T-shirt print,39.95,1-2,desert sky
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/profuomo-poloshirt-anthra-pri22p00b-q11.html,PROFUOMO,Poloshirt,99.95,1-2,anthra
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jack-and-jones-jjcoastal-crew-neck-t-shirt-print-navy-blazer-ja222o3y0-k11.html,Jack & Jones,T-shirt print,17.99,1-2,navy blazer
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/polo-ralph-lauren-long-sleeve-sport-overhemd-spring-orange-po222d0k8-h11.html,Polo Ralph Lauren,Overhemd,109.95,1-2,spring orange
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/peuterey-flobots-gewatteerde-jas-beige-pb722t025-b11.html,Peuterey,Gewatteerde jas,299,3-6,beige
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/pier-one-3-pack-t-shirt-basic-black-pi922o0v5-q11.html,Pier One,T-shirt basic,19.99,1-2,black
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/yourturn-birdie-t-shirt-basic-whiteoff-whitegreen-yo12100me-a11.html,Pier One,T-shirt basic,24.99,1-2,white/off-white/green
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/butcher-of-blue-army-t-shirt-basic-nato-green-buj22o000-m14.html,Butcher of Blue,T-shirt basic,49.95,3-6,nato green
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/pier-one-jeans-tapered-fit-light-blue-denim-pi922g04c-k11.html,Pier One,Jeans Tapered Fit,29.99,1-2,light blue denim
2022-03-22T10:31:32.743022Z,2022-03-22,https://www.zalando.nl/jack-and-jones-jjstoke-tee-t-shirt-print-grisaille-ja222o3xy-k12.html,Jack & Jones,T-shirt print,12.99,1-2,grisaille
